transaction_id,customer_id,txn_timestamp,customer_age,account_age_days,customer_segment,transaction_amount,transaction_hour,merchant_category,country_code,distance_from_home_km,device_change_flag,device_type,payment_channel,ip_risk_score,failed_login_attempts_24h,transaction_velocity_1h,avg_txn_amount_30d,amount_vs_avg_ratio,card_present_flag,cross_border_flag,merchant_risk_score,chargeback_history_count,balance_before_txn,salary_day_flag,is_fraud
T202600306,C100093,11-02-2026 09:49,41,395,retail,450.5,9,electronics,CA,7.6,0,web,mobile_app,0.636,0,2,141.97,3.17,1,0,0.231,0,3245.93,0,0
T202600307,C100253,09-01-2026 15:16,37,1862,affluent,44.85,15,electronics,AE,3277.5,0,mobile,contactless,0.557,0,0,101.67,0.44,1,1,0.397,0,2946.05,0,0
T202600308,C100038,15-02-2026 14:55,34,333,student,78.96,14,gaming,IN,8249,0,mobile,web_portal,0.521,1,3,69.84,1.13,0,1,0.706,0,4736.15,0,0
T202600309,C100184,30-01-2026 20:44,47,1122,senior,13.6,20,travel,US,22.9,0,web,atm,0.598,0,2,15,0.91,0,0,0.473,1,65026.63,0,0
T202600310,C100228,08-03-2026 04:00,50,1471,affluent,116.86,4,travel,IN,12.2,0,mobile,contactless,0.213,1,1,83.07,1.41,0,0,0.191,0,1937.52,0,0
T202600311,C100284,23-01-2026 12:49,44,444,student,111.18,12,restaurant,SG,13.3,0,mobile,contactless,0.288,0,2,52.56,2.12,1,0,0.286,0,2063.43,0,1
T202600312,C100014,02-01-2026 03:51,61,1642,student,47.41,3,grocery,IN,33.7,0,mobile,card_swipe,0.389,0,2,28.1,1.69,1,0,0.346,1,4187.51,0,0
T202600313,C100164,27-01-2026 11:47,43,1342,retail,81.36,11,travel,BR,1691.4,0,pos,mobile_app,0.616,0,1,121.13,0.67,0,1,0.304,0,3423.7,1,0
T202600314,C100287,28-02-2026 01:36,52,667,retail,85.96,1,utilities,BR,34.4,0,pos,atm,0.192,0,1,71.57,1.2,0,0,0.66,1,5963.33,1,0
T202600315,C100130,09-02-2026 03:10,51,168,retail,345.89,3,fashion,NG,2652.9,1,mobile,mobile_app,0.382,1,2,101.46,3.41,1,1,0.576,1,32589.83,0,0
T202600316,C100111,17-01-2026 07:24,64,1506,retail,218.2,7,travel,US,3.2,1,atm,mobile_app,0.244,2,2,83.36,2.62,0,0,0.495,1,5340.23,0,1
T202600317,C100272,05-03-2026 18:50,27,628,small_business,26.87,18,electronics,GB,7.3,0,atm,mobile_app,0.372,0,3,21.41,1.26,1,0,0.308,0,2864.69,0,0
T202600318,C100261,30-01-2026 09:24,28,299,retail,37.93,9,fashion,US,21,0,pos,mobile_app,0.236,0,1,55.12,0.69,1,0,0.495,0,4456.74,0,0
T202600319,C100043,13-01-2026 18:34,39,2142,student,4.5,18,restaurant,BR,3378.7,0,web,card_swipe,0.461,0,0,15,0.3,0,1,0.358,1,7039.47,0,0
T202600320,C100095,26-02-2026 01:41,35,1091,retail,104.03,1,atm_withdrawal,IN,9.6,0,mobile,card_swipe,0.265,0,1,117.05,0.89,1,0,0.313,0,2261.55,1,0
T202600321,C100022,12-01-2026 15:18,28,957,small_business,258.43,15,fuel,MX,1.2,0,pos,card_swipe,0.284,0,2,93.48,2.76,0,0,0.138,1,1894.86,0,0
T202600322,C100244,01-01-2026 18:16,55,682,retail,214.59,18,grocery,US,16,0,mobile,contactless,0.139,0,3,92.69,2.32,1,0,0.204,0,4927.69,1,0
T202600323,C100211,29-01-2026 13:15,61,1060,retail,56.97,13,utilities,SG,21.3,0,web,card_swipe,0.129,1,1,51.39,1.11,1,0,0.207,0,6390.98,0,0
T202600324,C100152,27-02-2026 16:13,73,1939,senior,117.49,16,healthcare,NG,6544.1,0,pos,card_swipe,0.204,0,1,137.75,0.85,1,1,0.256,1,2380.28,0,0
T202600325,C100273,12-03-2026 22:14,75,946,small_business,500.45,22,electronics,US,7.7,0,pos,mobile_app,0.319,0,0,124.19,4.03,1,0,0.467,0,48243.13,0,1
T202600326,C100206,19-03-2026 12:16,63,609,student,19.92,12,utilities,IN,44.7,0,web,atm,0.089,0,0,55.24,0.36,1,0,0.3,0,1731.76,0,0
T202600327,C100251,08-01-2026 04:17,47,381,senior,151.93,4,travel,MX,16.2,0,web,contactless,0.537,0,1,61.44,2.47,0,0,0.235,0,6891.1,0,0
T202600328,C100090,16-02-2026 14:01,44,607,senior,125.15,14,grocery,IN,22.2,0,web,card_swipe,0.283,0,1,105.61,1.19,1,0,0.258,0,2377.97,0,0
T202600329,C100233,28-03-2026 03:12,63,343,small_business,56.86,3,fuel,DE,20.7,0,mobile,web_portal,0.27,0,0,29.78,1.91,1,0,0.01,0,2310.99,0,0
T202600330,C100268,29-01-2026 13:05,54,1201,senior,47.33,13,fuel,BR,34.8,0,pos,web_portal,0.215,0,4,28.64,1.65,0,0,0.379,0,9360.43,0,0
T202600331,C100071,16-01-2026 05:07,29,1598,retail,70.51,5,travel,GB,2411,0,pos,contactless,0.023,2,0,50.77,1.39,0,1,0.491,0,1595.52,0,0
T202600332,C100098,17-03-2026 07:43,56,212,senior,20.15,7,restaurant,BR,5823.4,0,pos,web_portal,0.326,0,2,26.55,0.76,1,1,0.454,1,3934.47,0,0
T202600333,C100285,02-02-2026 12:59,74,721,retail,50.55,12,travel,IN,7446.3,1,atm,contactless,0.551,2,3,58.94,0.86,0,1,0.416,2,6133.43,0,1
T202600334,C100179,22-03-2026 01:06,48,2316,retail,141.36,1,healthcare,US,2,0,web,atm,0.186,1,0,224.76,0.63,1,0,0.383,1,5310.38,0,0
T202600335,C100276,17-02-2026 08:26,46,170,retail,295.13,8,grocery,CA,31.9,0,mobile,card_swipe,0.318,0,1,65.48,4.51,1,0,0.087,1,2517.37,0,0
T202600336,C100008,17-01-2026 04:05,30,392,retail,21.82,4,healthcare,GB,6047.2,1,atm,web_portal,0.352,2,3,24.12,0.9,1,1,0.162,1,21624.02,0,1
T202600337,C100277,02-01-2026 02:38,64,479,affluent,57.22,2,gaming,US,7.5,0,web,atm,0.183,0,2,87.65,0.65,1,0,0.444,1,2010.27,0,0
T202600338,C100125,13-03-2026 13:01,51,892,retail,390.22,13,electronics,AE,8.8,0,mobile,mobile_app,0.162,0,3,119.93,3.25,1,0,0.26,0,4795.59,0,0
T202600339,C100272,06-01-2026 14:34,27,628,small_business,80.23,14,gaming,GB,11.1,0,atm,mobile_app,0.159,0,4,21.41,3.75,1,0,0.283,0,3598.43,0,0
T202600340,C100280,29-01-2026 12:59,34,1334,affluent,414.38,12,fuel,AE,6109.2,1,pos,web_portal,0.474,0,2,82.97,4.99,1,1,0.402,0,5112.38,0,0
T202600341,C100097,28-01-2026 14:47,58,993,student,198.23,14,restaurant,NG,20,0,pos,contactless,0.176,1,0,290.14,0.68,0,0,0.1,0,4709.03,0,0
T202600342,C100192,14-02-2026 03:58,54,632,senior,71.03,3,grocery,DE,18.4,0,mobile,web_portal,0.678,0,3,75.74,0.94,1,0,0.183,1,17297,0,0
T202600343,C100171,20-02-2026 16:59,23,1093,senior,92.27,16,restaurant,AE,1.9,0,mobile,atm,0.164,1,1,104.08,0.89,0,0,0.05,2,10822.6,0,0
T202600344,C100210,01-02-2026 22:25,33,741,affluent,25.28,22,restaurant,IN,1.1,0,pos,mobile_app,0.607,0,1,15,1.69,0,0,0.01,0,2015.71,1,0
T202600345,C100199,18-03-2026 18:29,75,895,senior,55.75,18,atm_withdrawal,IN,218.3,0,pos,web_portal,0.745,0,2,40.61,1.37,0,0,0.604,1,7362.13,0,0
T202600346,C100061,25-02-2026 10:29,62,1667,student,8.1,10,restaurant,DE,5004.2,1,pos,atm,0.348,0,3,23.03,0.35,1,1,0.195,0,884.38,0,1
T202600347,C100287,22-01-2026 13:09,52,667,retail,39.74,13,utilities,BR,5.4,0,pos,contactless,0.282,0,0,71.57,0.56,1,0,0.295,1,6711.41,0,0
T202600348,C100065,25-01-2026 00:55,37,1026,affluent,22.91,0,fashion,IN,10.9,0,atm,mobile_app,0.289,0,2,21.53,1.06,1,0,0.413,0,1342.8,1,0
T202600349,C100178,26-01-2026 04:53,72,539,small_business,84.15,4,fuel,IN,3.6,0,web,atm,0.117,0,0,42.53,1.98,0,0,0.484,2,7324.68,0,0
T202600350,C100203,08-02-2026 08:55,59,770,student,33.07,8,electronics,AE,3705.5,0,mobile,card_swipe,0.684,1,1,15,2.2,1,1,0.459,0,706.01,0,0
T202600351,C100115,04-03-2026 17:59,52,628,small_business,79.44,17,fuel,IN,17.3,0,web,contactless,0.155,0,2,39.05,2.03,1,0,0.448,0,1937.2,0,0
T202600352,C100184,07-01-2026 09:14,47,1122,senior,7.57,9,restaurant,US,7.2,0,web,web_portal,0.413,0,1,15,0.5,1,0,0.552,1,59443.92,0,1
T202600353,C100263,12-01-2026 23:53,73,1184,retail,253.18,23,healthcare,IN,3694.7,0,web,contactless,0.258,0,1,132.59,1.91,0,1,0.178,0,3568.04,0,1
T202600354,C100051,23-02-2026 13:11,29,707,senior,95.11,13,utilities,AE,4323.5,1,mobile,mobile_app,0.488,2,5,144.41,0.66,1,1,0.146,0,1454.13,0,0
T202600355,C100065,08-03-2026 00:55,37,1026,affluent,11.69,0,healthcare,IN,16.3,0,web,web_portal,0.63,0,0,21.53,0.54,1,0,0.405,0,1225.98,0,0
T202600356,C100262,01-02-2026 22:54,35,605,retail,30.25,22,fuel,AE,6.2,0,mobile,mobile_app,0.619,0,2,50.23,0.6,0,0,0.509,0,37645.97,1,0
T202600357,C100208,02-02-2026 22:42,33,828,senior,33.62,22,restaurant,MX,6989.9,0,mobile,web_portal,0.261,0,0,31.59,1.06,0,1,0.01,0,4396.83,0,0
T202600358,C100182,07-03-2026 21:58,47,849,affluent,970.3,21,electronics,US,3.8,0,pos,contactless,0.224,0,2,163.24,5.94,0,0,0.133,1,1449.21,0,1
T202600359,C100173,01-02-2026 15:53,61,691,retail,194.19,15,fuel,GB,7.5,0,web,contactless,0.155,0,0,197.75,0.98,0,0,0.552,0,18595.01,1,0
T202600360,C100064,25-01-2026 03:03,42,1419,affluent,90.51,3,digital_services,IN,2.6,0,web,web_portal,0.104,0,0,55.09,1.64,0,0,0.516,0,15281.26,1,0
T202600361,C100197,18-03-2026 21:09,25,915,affluent,55.24,21,digital_services,US,4148.1,0,pos,mobile_app,0.136,2,1,125.73,0.44,0,1,0.149,0,7491.13,0,1
T202600362,C100093,23-03-2026 00:19,41,395,retail,123.3,0,restaurant,CA,10.8,0,web,card_swipe,0.207,1,3,141.97,0.87,1,0,0.156,0,2956.41,0,0
T202600363,C100253,13-01-2026 13:58,37,1862,affluent,150.34,13,gaming,US,11.1,0,web,card_swipe,0.222,1,4,101.67,1.48,1,0,0.614,0,1860.01,0,0
T202600364,C100182,05-03-2026 04:14,47,849,affluent,132.3,4,digital_services,US,25,1,pos,atm,0.564,1,4,163.24,0.81,0,0,0.517,1,1625.83,0,0
T202600365,C100064,13-03-2026 09:44,42,1419,affluent,78.37,9,healthcare,IN,1.5,0,atm,contactless,0.346,0,2,55.09,1.42,0,0,0.297,0,15890.02,0,0
T202600366,C100086,24-01-2026 21:11,23,836,retail,41.32,21,atm_withdrawal,DE,6147,0,pos,mobile_app,0.404,0,1,66.16,0.62,0,1,0.22,0,1604.5,0,1
T202600367,C100311,22-01-2026 13:16,58,842,retail,212.39,13,electronics,IN,22.4,0,mobile,card_swipe,0.209,0,1,97.99,2.17,1,0,0.398,0,32143.14,0,0
T202600368,C100184,09-03-2026 16:45,47,1122,senior,13.62,16,fuel,US,31.3,1,web,contactless,0.17,0,2,15,0.91,1,0,0.248,1,63494.77,0,0
T202600369,C100246,23-01-2026 21:09,63,1076,senior,21.16,21,fuel,GB,18.1,0,pos,contactless,0.17,0,1,30.74,0.69,0,0,0.21,0,3634.25,0,0
T202600370,C100029,17-02-2026 16:21,44,1030,retail,235.29,16,gaming,DE,0.4,0,pos,web_portal,0.303,0,4,61.94,3.8,1,0,0.102,0,2625.54,0,0
T202600371,C100008,07-01-2026 23:03,30,392,retail,24.05,23,gaming,SG,11.5,0,pos,contactless,0.11,0,2,24.12,1,0,0,0.36,1,21551.26,0,0
T202600372,C100244,27-02-2026 17:32,55,682,retail,125.5,17,luxury,US,27.9,0,atm,web_portal,0.556,0,0,92.69,1.35,0,0,0.557,0,5973.29,1,0
T202600373,C100257,05-03-2026 17:42,24,1432,affluent,14.13,17,restaurant,IN,7.3,0,mobile,contactless,0.01,1,2,94.6,0.15,1,0,0.541,0,26452.66,0,0
T202600374,C100207,06-02-2026 01:31,76,777,small_business,18.07,1,grocery,US,8.6,0,mobile,web_portal,0.165,0,2,15,1.2,1,0,0.513,3,4949.52,0,0
T202600375,C100086,20-03-2026 09:59,23,836,retail,81.51,9,grocery,MX,56.3,0,pos,mobile_app,0.348,0,0,66.16,1.23,1,0,0.416,0,1875.39,0,0
T202600376,C100012,17-02-2026 22:39,62,902,affluent,118.8,22,gaming,CA,9.1,0,mobile,web_portal,0.346,0,4,203.48,0.58,1,0,0.399,0,14910.86,0,0
T202600377,C100303,13-03-2026 16:23,71,811,small_business,29.27,16,utilities,MX,5693,0,atm,web_portal,0.114,0,5,52.3,0.56,1,1,0.437,0,2997.58,0,1
T202600378,C100231,09-02-2026 15:12,69,284,retail,285.24,15,grocery,IN,1,0,pos,mobile_app,0.101,0,0,116.34,2.45,1,0,0.432,1,5727.84,0,0
T202600379,C100043,23-01-2026 13:57,39,2142,student,11.1,13,digital_services,US,15.9,0,atm,contactless,0.055,0,2,15,0.74,0,0,0.408,1,7095.72,0,0
T202600380,C100216,15-02-2026 22:13,22,704,affluent,229.43,22,fashion,IN,8.2,0,mobile,card_swipe,0.203,1,4,101.91,2.25,1,0,0.256,1,7664.41,0,0
T202600381,C100152,19-03-2026 03:43,73,1939,senior,96.19,3,restaurant,IN,787.9,0,mobile,card_swipe,0.57,1,1,137.75,0.7,1,1,0.388,1,2354.26,0,0
T202600382,C100030,08-01-2026 18:10,45,676,retail,198.68,18,luxury,NG,22.9,0,pos,web_portal,0.595,0,0,55.54,3.58,1,0,0.665,0,1448.3,0,0
T202600383,C100216,04-03-2026 04:13,22,704,affluent,66.13,4,restaurant,IN,8.2,0,mobile,card_swipe,0.776,1,2,101.91,0.65,1,0,0.433,1,9134.87,0,0
T202600384,C100116,27-03-2026 16:54,20,1493,retail,22.09,16,utilities,MX,5328.7,0,pos,atm,0.134,0,3,15,1.47,1,1,0.316,1,3737.92,1,0
T202600385,C100030,13-02-2026 23:33,45,676,retail,24.72,23,grocery,NG,9.3,0,mobile,contactless,0.097,0,0,55.54,0.45,1,0,0.234,0,1850.24,0,0
T202600386,C100279,31-03-2026 02:52,22,445,retail,86.45,2,grocery,AE,4233.6,0,pos,mobile_app,0.053,1,0,76.17,1.13,1,1,0.291,0,4076.24,0,1
T202600387,C100024,08-03-2026 13:36,64,214,retail,58.74,13,restaurant,US,2.7,0,pos,card_swipe,0.563,0,2,38,1.55,1,0,0.189,0,697.7,0,0
T202600388,C100300,06-01-2026 23:01,39,849,senior,167.53,23,restaurant,IN,5.9,0,mobile,web_portal,0.212,0,2,102.68,1.63,1,0,0.377,1,2493.38,0,0
T202600389,C100134,29-01-2026 11:47,65,523,student,47.4,11,digital_services,US,29.4,0,mobile,card_swipe,0.347,0,1,27.44,1.73,0,0,0.488,0,5905.89,0,0
T202600390,C100311,29-03-2026 01:20,58,842,retail,43.68,1,utilities,IN,13.4,0,web,contactless,0.076,0,2,97.99,0.45,1,0,0.377,0,31535.73,0,0
T202600391,C100285,14-01-2026 11:24,74,721,retail,131.25,11,utilities,BR,26.2,0,mobile,atm,0.073,0,1,58.94,2.23,1,0,0.393,2,5825.73,0,0
T202600392,C100166,21-01-2026 21:07,37,904,senior,23.46,21,grocery,IN,3919.4,0,mobile,contactless,0.335,1,0,64.25,0.37,1,1,0.415,2,7197.99,0,0
T202600393,C100002,10-01-2026 22:05,57,538,student,108.47,22,digital_services,US,19.3,0,atm,atm,0.356,0,1,155.64,0.7,1,0,0.478,0,3088.81,0,0
T202600394,C100240,19-01-2026 01:04,26,645,retail,304.44,1,healthcare,BR,10.9,0,pos,mobile_app,0.381,1,2,509.31,0.6,1,0,0.614,1,5340.75,0,0
T202600395,C100271,08-02-2026 00:33,19,1187,small_business,95.14,0,healthcare,NG,5487.3,0,mobile,mobile_app,0.424,0,2,136.96,0.69,1,1,0.506,0,3820.85,0,1
T202600396,C100102,10-01-2026 17:20,66,1200,retail,12.62,17,utilities,US,10.1,0,pos,mobile_app,0.163,0,3,24.73,0.51,0,0,0.227,1,2826.8,0,0
T202600397,C100110,29-03-2026 08:37,34,1217,retail,196.17,8,restaurant,US,3.9,0,pos,contactless,0.049,1,0,369.16,0.53,1,0,0.282,0,7463.74,0,0
T202600398,C100011,06-02-2026 17:03,76,933,retail,259.17,17,electronics,IN,15.2,0,pos,card_swipe,0.46,0,0,125.23,2.07,0,0,0.434,0,7495.02,0,0
T202600399,C100234,16-03-2026 23:21,47,512,student,185.45,23,digital_services,IN,5,0,pos,web_portal,0.176,1,1,128.69,1.44,0,0,0.214,0,7584.71,0,0
T202600400,C100036,08-02-2026 03:56,69,2399,retail,127.13,3,fuel,US,11.5,0,web,mobile_app,0.316,1,1,58.93,2.16,1,0,0.356,0,1445.81,0,0
T202600401,C100130,20-03-2026 11:26,51,168,retail,52.19,11,fashion,IN,13.5,0,pos,atm,0.602,0,4,101.46,0.51,0,0,0.293,1,28315.72,0,0
T202600402,C100314,21-01-2026 19:05,32,919,affluent,17.84,19,fashion,MX,5.6,0,mobile,contactless,0.244,1,0,20.57,0.87,1,0,0.401,0,1711.89,0,0
T202600403,C100089,17-01-2026 19:05,67,778,retail,82.73,19,healthcare,IN,7,0,web,mobile_app,0.078,0,0,87.71,0.94,0,0,0.15,0,3219.36,0,0
T202600404,C100055,27-01-2026 20:54,20,908,retail,62.9,20,utilities,US,3.1,0,pos,contactless,0.574,0,1,43.77,1.44,1,0,0.367,0,4465.21,1,0
T202600405,C100285,16-02-2026 02:19,74,721,retail,35.11,2,fuel,BR,6.9,1,pos,contactless,0.622,3,4,58.94,0.6,1,0,0.285,2,5394.23,0,1
T202600406,C100253,19-03-2026 00:31,37,1862,affluent,225.26,0,electronics,US,1,0,atm,web_portal,0.413,1,1,101.67,2.22,1,0,0.087,0,2270.47,0,0
T202600407,C100248,22-01-2026 22:23,65,2017,retail,258.88,22,atm_withdrawal,CA,5.8,0,mobile,contactless,0.206,0,0,85.21,3.04,1,0,0.181,1,5648.79,0,0
T202600408,C100117,07-01-2026 08:24,26,385,retail,10.94,8,grocery,IN,30.5,0,pos,contactless,0.067,0,2,23.72,0.46,1,0,0.168,0,4833.21,0,0
T202600409,C100058,22-03-2026 17:08,62,829,senior,237.28,17,travel,SG,3954.1,0,pos,card_swipe,0.434,1,4,66.75,3.55,0,1,0.352,1,1361.53,0,1
T202600410,C100075,09-02-2026 09:53,46,1775,affluent,25.69,9,fuel,GB,13,1,mobile,card_swipe,0.278,3,2,31.55,0.81,0,0,0.41,2,3399.5,0,1
T202600411,C100059,07-03-2026 15:12,58,539,retail,246.11,15,utilities,US,23.1,0,mobile,contactless,0.426,0,2,201.28,1.22,1,0,0.288,1,11085.39,0,0
T202600412,C100106,16-02-2026 12:40,64,979,retail,111.41,12,grocery,US,33.9,0,web,card_swipe,0.618,0,2,40.94,2.72,1,0,0.12,0,9173.1,0,0
T202600413,C100192,27-03-2026 09:20,54,632,senior,67.59,9,atm_withdrawal,DE,11.9,0,web,card_swipe,0.327,0,2,75.74,0.89,1,0,0.119,1,22752.62,0,0
T202600414,C100193,30-03-2026 16:40,39,310,retail,83.59,16,electronics,IN,16.4,0,pos,contactless,0.209,0,3,47.98,1.74,1,0,0.325,1,6556.28,0,1
T202600415,C100215,04-01-2026 04:18,34,1510,retail,58.16,4,fashion,SG,12.1,0,mobile,mobile_app,0.542,0,0,90.28,0.64,1,0,0.682,1,9221.31,0,0
T202600416,C100150,12-01-2026 19:30,69,1373,senior,308.05,19,healthcare,US,7.4,1,web,mobile_app,0.389,0,7,58.63,5.25,1,0,0.319,0,6669.46,0,1
T202600417,C100241,18-02-2026 08:56,53,442,affluent,30.48,8,gaming,IN,10.9,1,pos,mobile_app,0.338,1,8,56.81,0.54,1,0,0.766,1,6052.31,0,0
T202600418,C100268,05-02-2026 20:51,54,1201,senior,39.53,20,fuel,BR,24.6,0,atm,mobile_app,0.522,0,2,28.64,1.38,1,0,0.128,0,7464.47,0,0
T202600419,C100153,07-03-2026 09:31,35,836,retail,487.2,9,travel,GB,12.5,0,mobile,contactless,0.252,0,2,208.01,2.34,0,0,0.271,0,5088.3,0,0
T202600420,C100251,03-01-2026 03:04,47,381,senior,126.87,3,healthcare,MX,25.4,0,atm,atm,0.24,0,4,61.44,2.06,1,0,0.261,0,8480.61,0,0
T202600421,C100281,07-03-2026 04:04,47,480,retail,249.18,4,grocery,US,0.6,0,pos,mobile_app,0.139,0,0,201.38,1.24,1,0,0.509,0,3827.46,0,0
T202600422,C100304,21-01-2026 00:06,50,450,retail,47.35,0,fashion,DE,1620,1,mobile,card_swipe,0.187,2,1,57.22,0.83,1,1,0.345,0,1521.39,0,0
T202600423,C100244,19-02-2026 10:49,55,682,retail,241.55,10,digital_services,US,4.4,1,pos,atm,0.176,0,4,92.69,2.61,0,0,0.097,0,5300.54,0,0
T202600424,C100063,05-02-2026 10:09,76,921,retail,53.7,10,grocery,IN,2.4,0,atm,mobile_app,0.722,1,1,50.78,1.06,1,0,0.26,0,2340.02,0,0
T202600425,C100250,08-02-2026 19:37,28,1094,retail,177.05,19,travel,SG,0.8,0,mobile,contactless,0.114,0,1,132.55,1.34,0,0,0.79,0,9935.84,0,0
T202600426,C100150,28-03-2026 06:21,69,1373,senior,35.84,6,electronics,US,9.8,0,mobile,mobile_app,0.139,0,2,58.63,0.61,1,0,0.588,0,5762.42,0,0
T202600427,C100231,03-02-2026 11:50,69,284,retail,125.98,11,utilities,IN,7.6,0,pos,web_portal,0.609,0,1,116.34,1.08,1,0,0.33,1,6336.28,0,0
T202600428,C100041,27-01-2026 19:56,63,198,retail,77.93,19,grocery,IN,10,0,pos,card_swipe,0.338,0,3,66.88,1.17,1,0,0.113,0,1486.71,1,0
T202600429,C100263,26-03-2026 00:07,73,1184,retail,229.5,0,fashion,MX,12.4,0,web,web_portal,0.436,0,0,132.59,1.73,0,0,0.569,0,3474.44,1,0
T202600430,C100020,27-01-2026 22:20,48,1109,small_business,85.52,22,atm_withdrawal,IN,4,0,atm,atm,0.039,0,3,86.84,0.98,1,0,0.289,0,7911.01,0,0
T202600431,C100208,19-02-2026 19:14,33,828,senior,16.93,19,restaurant,GB,18.3,0,pos,web_portal,0.153,0,0,31.59,0.54,1,0,0.344,0,4345.31,0,0
T202600432,C100288,25-01-2026 19:17,50,766,small_business,443.56,19,digital_services,BR,28.4,1,atm,contactless,0.165,2,4,170.13,2.61,0,0,0.72,0,2376.44,0,1
T202600433,C100267,25-03-2026 19:59,38,981,senior,83.81,19,fuel,BR,20.2,0,mobile,mobile_app,0.079,1,2,88.47,0.95,1,0,0.352,0,5197.42,0,0
T202600434,C100107,03-02-2026 22:45,57,437,student,11.55,22,restaurant,NG,10.6,0,web,mobile_app,0.355,1,2,40.22,0.29,0,0,0.063,1,760.77,0,0
T202600435,C100100,22-01-2026 21:01,67,1601,senior,213.32,21,digital_services,US,15.7,0,mobile,contactless,0.636,0,0,203.1,1.05,1,0,0.56,0,8580.23,0,0
T202600436,C100307,24-02-2026 11:28,51,1107,retail,90,11,digital_services,MX,6.9,1,web,web_portal,0.674,1,2,112.28,0.8,0,0,0.668,0,7804.41,0,0
T202600437,C100139,01-01-2026 18:10,44,1194,retail,86.48,18,restaurant,US,15.6,0,mobile,mobile_app,0.117,0,1,102.3,0.85,1,0,0.386,0,12504.6,1,0
T202600438,C100217,26-02-2026 04:17,23,689,small_business,181.5,4,fuel,US,8876.8,0,pos,contactless,0.01,0,1,264.32,0.69,1,1,0.355,1,3593.38,0,0
T202600439,C100238,10-02-2026 05:23,36,925,retail,80.04,5,luxury,US,29.4,0,pos,web_portal,0.385,1,0,94.77,0.84,1,0,0.2,0,1655.6,0,0
T202600440,C100289,31-03-2026 18:09,46,176,student,78.51,18,healthcare,CA,9.1,1,atm,card_swipe,0.477,0,3,29.52,2.66,0,0,0.19,4,9338.28,0,0
T202600441,C100127,26-02-2026 04:00,63,699,student,56.36,4,fashion,US,6.9,0,mobile,contactless,0.569,0,2,98.79,0.57,0,0,0.938,2,6173.63,0,0
T202600442,C100156,23-03-2026 16:05,25,946,retail,20.24,16,digital_services,MX,6.2,0,mobile,card_swipe,0.454,1,4,38.7,0.52,0,0,0.616,0,1108.47,0,0
T202600443,C100256,05-03-2026 07:21,58,493,student,121.05,7,grocery,IN,3.8,0,mobile,contactless,0.619,1,0,279.98,0.43,0,0,0.103,0,5123.72,0,0
T202600444,C100214,20-02-2026 10:03,62,889,small_business,28.09,10,travel,CA,14.9,0,mobile,contactless,0.256,0,1,40.19,0.7,0,0,0.564,0,3162.17,0,0
T202600445,C100007,25-02-2026 03:45,59,1009,affluent,61.53,3,utilities,AE,5348.5,0,pos,mobile_app,0.144,0,2,112.79,0.55,1,1,0.435,1,9113.03,1,0
T202600446,C100134,12-03-2026 05:07,65,523,student,85.93,5,utilities,US,16.9,0,web,contactless,0.327,0,0,27.44,3.13,1,0,0.125,0,5160.5,0,0
T202600447,C100314,18-02-2026 15:01,32,919,affluent,25.25,15,electronics,DE,3223,1,web,card_swipe,0.493,2,3,20.57,1.23,1,1,0.309,0,2144.13,0,0
T202600448,C100305,02-03-2026 02:46,26,1816,student,39.65,2,utilities,IN,4,0,web,contactless,0.081,0,2,46.12,0.86,1,0,0.615,0,7313.28,0,0
T202600449,C100153,04-01-2026 02:03,35,836,retail,213.96,2,restaurant,GB,40.9,0,pos,card_swipe,0.591,1,0,208.01,1.03,1,0,0.064,0,5123.74,0,0
T202600450,C100056,20-02-2026 16:14,50,1022,small_business,34.89,16,digital_services,US,4.3,0,web,card_swipe,0.337,0,2,112.55,0.31,0,0,0.64,1,1662.33,0,0
T202600451,C100110,03-01-2026 06:32,34,1217,retail,1790.3,6,gaming,US,27.5,0,pos,contactless,0.228,0,1,369.16,4.85,1,0,0.4,0,5629.49,0,0
T202600452,C100039,27-02-2026 10:57,55,947,senior,180.51,10,healthcare,NG,6.9,0,web,atm,0.054,2,0,68.57,2.63,0,0,0.289,0,2969.45,0,0
T202600453,C100069,19-01-2026 14:28,46,689,retail,347.84,14,restaurant,IN,2.3,0,pos,mobile_app,0.122,0,0,257.57,1.35,0,0,0.509,0,2398.26,0,0
T202600454,C100270,26-02-2026 11:28,35,636,senior,530.88,11,grocery,SG,1.8,0,pos,mobile_app,0.031,0,3,169.73,3.13,1,0,0.434,1,14981.62,0,0
T202600455,C100008,23-02-2026 19:11,30,392,retail,18.67,19,gaming,SG,4.3,0,mobile,atm,0.1,0,0,24.12,0.77,1,0,0.329,1,22232.33,0,0
T202600456,C100145,26-02-2026 06:46,69,561,retail,12.27,6,utilities,US,31.8,0,mobile,contactless,0.061,0,2,44.78,0.27,1,0,0.229,0,15033.16,1,0
T202600457,C100164,16-03-2026 05:25,43,1342,retail,151.17,5,fashion,US,7033.3,1,atm,mobile_app,0.374,2,1,121.13,1.25,0,1,0.417,0,3255.19,0,0
T202600458,C100104,14-01-2026 22:59,65,925,retail,29.69,22,atm_withdrawal,US,22.4,0,web,mobile_app,0.355,0,0,91.39,0.32,1,0,0.168,1,19911.75,0,0
T202600459,C100168,26-03-2026 14:11,38,782,small_business,35.85,14,luxury,IN,7178.7,0,pos,web_portal,0.447,0,3,35.62,1.01,1,1,0.272,0,9386.31,0,0
